dataset_name,sample_id,text
multivariant-v2-custom,9,"Туризм в Таджикистане - это привлекательный вариант отдыха для любителей ярких ощущений, альпинистов и велосипедистов, для любителей персидской культуры и древней истории. Благодаря отличному климату, где около {250 | двухсот пятидесяти} солнечных дней в году, а также искренне гостеприимному народу, не надо искать дополнительные причины, чтобы поехать в Таджикистан, а уже начать планировать поездку. Для тех, кто ограничен по времени и может провести в Таджикистане всего {один | 1} или {два | 2} дня, также есть отличные варианты для коротких однодневных путешествий по стране и столице, или же для {экскурсий|экскурсии} в самом Душанбе. Среди однодневных туров в Таджикистане самыми популярными являются поездки в Арзовское ущелье или на озеро Искандеркуль. Вместе с этим можно отправляться на однодневные экскурсии в Таджикистан из Узбекистана, в Пенджикент и на Семь озёр из Самарканда или в Худжанд из Ташкента. Туризм в Таджикистане постоянно развивается и уже сегодня очень удобно отправиться в эту маленькую очаровательную страну, погрузиться в мир гор, уникальной культуры и древней самобытной истории. Сейчас самое подходящее время для путешествия по стране. Душанбе уже не {первый | 1-й | 1} год привлекает всё больше иностранных туристов, а всё потому, что здесь из года в год улучшаются условия жизни, развивается инфраструктура, строятся тысячи объектов различного назначения. Мы приехали из России, продлить себе лето. Нас пригласили друзья, в {солнечный|солнечное} Душанбе. Очень приятные здесь люди, приветливые. И вот это {первое | 1-е | 1} , что мы заметили, что все люди очень отзывчивые и гостеприимные. Честно, это спонтанное такое {оказалось|казалось} путешествие. Нас {вот} пригласили друзья, они сами из Душанбе. И мы как-то долго откладывали этот отпуск."
multivariant-v2-custom,90,"Здравствуйте, дорогие друзья. С вами Юлия Ермак, эксперт по здоровью детей. И сегодня я хочу с вами поговорить на тему ангин. Если у вашего ребёнка или у вас ангина – это самый лучший друг, то есть {вы…} вам достаточно выпить холодной воды, и ребёнок тут же заболевает ангиной, то есть горло – это ваше слабое место, то вы точно попали в нужное время, в нужное место. Почему? Потому что именно сегодня мы говорим, как помочь ребёнку, чтобы сократить всё-таки болезни ангиной, сократить болезни ребёнка и облегчить его жизнь, то есть доставить ему здоровое {и} счастливое детство. {А} более подробно я говорю на курсе {алгоритма|алгоритмы|алгоритм} воспитания здоровых детей, {который…} легендарный курс, который улучшает здоровье детей в {3 | три} , {4 | четыре} , {5 | пять} , {6 | шесть} раз за ближайшие {3 | три} - {6 | шесть} месяцев. Поэтому я с уверенностью говорю о том, что вы попали в нужное время, в нужное место. {А} сегодня мы говорим {об…|об ангине…|} об ангине, и как помочь ребенку в период ремиссии, как закалить горлышко, чтобы для него холодное мороженое или холодная вода <*> не становились трагедией и поводом для излечения антибиотиками. Так вот, {первое | 1-е | 1} {то,} что необходимо сделать - это научиться дружить с холодным. Наверняка дети, {которые…} у которых постоянные {части | частые} ангины, им мама с самого рождения всё грела, то есть ребёнок не знаком с холодным. {А} как правило, это начинается с самого-самого раннего детства, то есть мама закрывала окошечко, чтобы ребёнка не сдуло, не продуло, не просквозило, одевала самые лучшие теплые шарфики, варежки, закрывала рот на холоде, на морозе, одевала самые теплые носочки, и, естественно, ребёнок растёт в тепличных условиях. И для того, чтобы этот замкнутый {круг…} круг тепличных условий всё-таки разомкнуть, потому что, так или иначе, ваш ребёнок столкнется в жизни с тем, что познакомится с холодной водой, с холодными ногами, промокшими ногами, попадёт под дождь или будет ехать в автобусе и будет открыта форточка, пойдёт в детский сад."
multivariant-v2-custom,44,"Друзья, с вами, как всегда, старичок {Techshow|Техшоу|Tech Show|Тех Шоу} . Дрель и шуруповёрт – этот дуэт ну просто незаменим. Сегодня я постараюсь взорвать ваш мозг. Как я собираюсь это сделать? Всё предельно просто. Я подготовил подборку насадок с {Али|Ali|Алиэкспресс|Aliexpress} для дрели и шуруповёрта, которые станут для вас {маст хевом|мастхевом|маст хэвом|мастхэвом|must-have<ом>|musthave<ом>} . Да уж, друзья, честно сказать, я вам завидую. Почему? Скажете вы. <*> да потому что у вас есть возможность получить от {Techshow|Техшоу|Tech Show|Тех Шоу} очень крутой приз. Это {3D|3Д|3-D|3-Д} - принтер. Да-да, я очень добр. Чтобы его получить, досмотрите видео до конца. Напомню, в конце ролика результаты предыдущего конкурса. Ну что, как говорит Дима Гордей, наливайте чаёху и погнали. И начнём мы, пожалуй, не с самых экстравагантных, но в {то же|~тоже} время абсолютно незаменимых аксессуаров. Это адаптер торцевые головки для шурповерта, которые позволяют вам крутить не только шурупы и саморезы, но и болты и гайки. Я нашёл {два | 2} варианта таких наборов. В {первом | 1-м | 1} имеется {9 | девять} адаптеров под диаметр от {6 | шести|6-ти} до {14 | четырнадцати|14-ти} {мм | миллиметров} . Тут всё просто. С {одной | 1} стороны бита под шуруповёрт , с другой торцевая головка. А вот {второй | 2-й | 2} набор, на мой взгляд, более универсален. Он включает в себя {три | 3} адаптера для съёмных головок, которые можно купить или отдельным набором взять из наборов с инструментами, в которых они зачастую встречаются. Таким образом, диапазон применения значительно расширяется. Эти {три | 3} адаптера подходят под самые популярные присоединительные квадраты, {изготовленные|изготовлены} из стали с добавлением хрома и ванадия. С таким адаптером вы забудете о том, что значит крутить болты вручную. Далее идёт очень интересная и практичная насадка на дрель для резки {тонко-листового|тонколистового} металла. Этот {девайс | device} позволяет вам совершать фигурную резку листов толщиной {2 | два} {мм | миллиметра} в зависимости от материала. Подходит под электроинструмент с частотой вращения от {полутора | 1.5 | полутора тысяч | 1500 | 1,500} до {3000 | 3,000| трёх тысяч | 3 тысяч}  {оборотов в минуту|об/мин} . Просто одеваете и режете. Проще некуда. Лично мне такая насадка пригодится. Надо бы заказать. Ещё из опыта использования могу посоветовать, что металлическую стружку лучше собирать сразу магнитом, потому что её много и она с острыми краями. {Такс|Так-с|Так} , этот товар также незаменим. Это кольцевое сверло, в {простонародье|простонародии} ""балерина"". С его помощью можно делать {отверстия|отверстие} от {30 | тридцати} до {120 | ста двадцати} {мм | миллиметров} . Я думаю, тут уже все любители больших диаметров будут довольны. Если серьёзно, <*>"
multivariant-v2-custom,72,"Специалист по реабилитации в социальной сфере - это прежде всего {новое такое…} новая специальность, которая, с моей точки зрения, востребована в нашем обществе, поскольку никто не застрахован от того, что попадёт в какую-то ситуацию, в которой он {оказывает…|оказывается…|} окажется вообще абсолютно дезадаптированным. Это могут быть разные ситуации, это могут ситуации быть связанные с потерей здоровья, это могут быть ситуации, связанные с потерей места работы, и вообще трудной жизненной ситуацией, это могут быть ситуации, связанные  например, с переездом в другую страну, потому что человек вообще полностью теряет {ориентир|ориентиры} {и} не знает как ему адаптироваться, {то есть,} {ну,} {вот,} основной, {так сказать,} человек или клиент, {да,} с которым работает такой специалист - это человек, который дезадаптирован в обществе. Основные сферы деятельности специалиста - это социальная защита населения, социальное обслуживание, пенитенциарная система, то есть система исполнения уголовных наказаний, сфера труда и занятости, {здравоохранение|здравоохранения} и {образование|образования} . В перечень его основных обязанностей {входят|входит} : диагностика и оценка {психо-социального|психосоциального} статуса клиента, составление плана его реабилитации, консультирование, мониторинг и оценка результатов реабилитации, планирование и организация деятельности по развитию реабилитационных услуг, проведение обучающих тренингов для специалистов учреждений социальной сферы, консультирование и супервизия деятельности специалистов, введение соответствующей документации. Вообще, реабилитация - это, конечно, медицинский термин. {И} здесь мы говорим не о медицинской реабилитации, мы говорим с вами о социальной реабилитации. {А} поэтому, конечно же, здесь целый комплекс должен быть. Работы, {да,} и {привлечение|привлечения} различных специалистов, которые человека вводят назад в общество, {да.} То есть человека исключили из общества, {да,} или он инклюзирован, {да,} и человека включают, {да} . То есть возникает такая ситуация инклюзии человека {в}"
multivariant-v2-custom,42,"Всем большой привет! Сегодня будем делать забавных кроликов для украшения праздничного стола. Список необходимых ингредиентов будет, как всегда, в конце ролика, а также в описании под видео. Чтобы не пропускать новые рецепты лайкните это видео и подпишитесь на канал. Приятного просмотра! {Одно | 1} варёное яйцо разделяем вдоль пополам, а потом каждую половинку делим на {три | 3} части. Как сварить яйца, чтобы они хорошо чистились, смотрите в подсказках. Ссылка также есть в описании под видео. Дальше берём зубочистку и насаживаем на неё дольку яйца. Примерно {треть|1/3|⅓} зубочистки должна остаться свободной. Так поступаем со всеми кусочками яиц. Это будут ушки для кроликов. Теперь берём кусочек красного сладкого перца, основание от шариковой ручки  и вырезаем {три | 3} кружочка. Это будут носики. Их тоже насаживаем на кусочки зубочистки. При этом кожица перца должна остаться целой. Затем из стебельков петрушки делаем усики. По {два | 2} для каждого кролика. А также ротики. Дальше собираем наших кроликов. Варёное яйцо подравниваем у основания, чтобы оно хорошо стояло. А затем берём {два | 2} бутона гвоздики и вставляем ближе к тонкому краю яйца. Это будут глазки. Потом ставим на место нос. Также приделываем усы."
multivariant-v2-custom,74,"Что это за бардак в моей комнате? Мне кажется, я не разбрасывал эти вещи. С другой стороны, кто же ещё это может быть, как не я? Ведь сюда кроме меня никто не входил. Нужно почаще решать арифметические примеры, чтобы память меня не подводила. Ладно, дружок, я скоро приду. Ты даже не успеешь остыть от моих объятий, как я уже вернусь. Бабушка, я отнёс игрушку и пришёл один, как ты и просила. А что ты приготовила? Вкусную, питательную и полезную еду. Опять овсянка? О нет, только не это. Может лучше покушать вкусного, питательного и полезного мяса? Какой же ты привередливый, внучок. Ладно, на ужин приготовлю тебе котлетки. Ура! Из овсянки. Но я не люблю овсянку. Ещё недавно ты был недоволен моим подарком, а теперь носишься с ним по всему дому. Оторвать невозможно. Полюбил уродца, полюбишь и овсянку. <*> не уродец, он очень милый. Ешь давай. Я всё съел. Теперь мне можно вернуться к моей игрушке? Иди, только зубы почистить не забудь. Что за шум в моей комнате? Окно открыто, тут явно кто-то был. И значит это он навёл тут беспорядок? Мои трусы и носки валяются по всей комнате. А, это же я их разбросал. Но книги раскидывал точно не я. О нет, куда делась моя игрушка? Её похитили. Продолжение следует."
multivariant-v2-custom,36,"Сегодня у нас интереснейшая тема - расточные резцы, но мы видим, какие огромные резцы бывают {если…} если {приложить к ним… даже линеечку приложить|приложить к ним даже линеечку приложить|даже линеечку приложить} , то {насколько…} насколько огромные резцы бывают. {Значит,} мы смотрим, {значит} . {Первое | 1-е | 1} - резец для точения <*> внутренней детали на проход. {Второе | 2-е | 2} - резец {вот} в виде клювика сделан, а у него форма {вот} такая в виде клювика, это резец для обработки глухих отверстий, то есть не имеющих {сквозных…} сквозного отверстия. {То же|~Тоже} самое, {значит,} кованый резец, {то же самое, кованый резец|~тоже самое, кованый резец|} не для обработки отверстий не имеющих сквозного отверстия. {То же|~Тоже} самое, видите, клювик выполнен в виде клювика. {Так,} вот посмотрите, радиусный резец, резец, который позволяет выполнять галтель {внутри…} внутри отверстия на переходе, то есть формирует радиусы на галтельный переход. Значит, это какой-то {сложный…} сложный резец, {значит,} {не могу…} не могу точно его охарактеризовать. Все вот эти резцы, вот этот, вот этот, {вот этот,} {вот этот,} {вот этот,} обратите внимание, у них имеются {пластинки из твёрдого сплава,} напаянные {эти} пластинки из твёрдого сплава, и у этого тоже. А вот резец, у него механическое крепление пластинки <*> из твёрдого сплава, даже с покрытием нитрид титана. Тоже резец, достаточно короткий, жесткий для обработки, {ну} видимо колец с внутренним отверстием на проход. {То же|~Тоже} самое, {то же|~тоже} самое. Значит, вот какой-то резец, который"
multivariant-v2-custom,4,"Здравствуйте, дорогие друзья. Тема нашего сегодняшнего эфира: отношения и авторство. Мы сегодня будем говорить на эту душещипательную тему. У меня есть большой запрос от вас, чтобы я выпустила марафон по отношениям, я сегодня буду об этом говорить. Я думаю, что марафон выйдет, {ха-ха|хаха|} но когда - ещё не готова с вами поделиться. Хочу ответить на вопрос вне темы, который мне задали вчера под постом. Я попросила: ""Задавайте вопросы"", и меня спросили: ""Аня, кто твой стилист?"". Иди сюда. Я хочу показать вам своего стилиста. Здравствуйте! Это Наталина <*>. Я с ней знакома, сколько мы с тобой знакомы? <*> Мы вместе работали в ""Евросети"". Я работала тренером по технике продаж {я работала тренером} . {И} я работала тренером по продукту, тоже был такой опыт в моей жизни. Я обучала, кроме того, как общаться с покупателями, обслуживать покупателей в торговом зале. Я ещё и преподавала внутренности телефонов, фотоаппаратов, видеокамер, когда они появились, и так далее цифровых. Спасибо, Натали. {ха-ха|хаха|} Был период, когда мы с Наташей расстались, {ну} в плане того, что закончилась ""Евросеть"", и мы расстались, естественно. {Вот,} но мы поддерживали {Как…} Спасибо <*> Цукербергу, спасибо {Фейсбуку | Facebook<у>} за то, что он объединяет людей. И мы-то расстались, но мы поддерживали отношения виртуально. Наташа - очень талантливый дизайнер, Наташа - очень талантливый фотограф. Многие фотографии, которые вы видите, сделаны ей. {Вот,} и, кроме того, что она подбирает мне образы, она ещё и делает фотографии, и занимается, {в общем,} визуализацией всего, что меня окружает, Как-то так, {да,} <*>"
multivariant-v2-custom,52,"Здравствуйте, мои дорогие подписчики и гости канала. Сегодня мы с вами поговорим о том, как нужно загадывать заветное желание под старый Новый год. А ещё как привлечь в дом удачу, богатство и счастье в семейной жизни. Старый Новый год - это удивительный праздник. Во-первых, он дарит нам возможность ещё раз собраться всем за праздничным столом и окунуться в эту волшебную атмосферу. А также, старый Новый год - это {второй | 2-й | 2} шанс загадать свое заветное желание, если вдруг вам не удалось этого сделать в новогоднюю ночь. В ночь с {31 | тридцать первого|31-го} декабря на {1 | первое|1-е} января. Во все времена люди верили, что желания, загаданные в этот праздник, обязательно сбываются. Однако эзотерики уверяют, что для того, чтобы ваше заветное желание, загаданное на старый Новый год, исполнилось, его нужно правильно загадать. Итак, загадывать желание нужно в ночь с {13 | тринадцатого|13-го} на {14 | четырнадцатое|14-е} января {2019 | две тыщи девятнадцатого | две тысячи девятнадцатого} {года|г|} . Причём желательно это сделать ровно в полночь. А теперь давайте разберёмся, как нужно загадывать заветное желание на Старый Новый год, чтобы оно стало явью. Сначала нужно подготовиться к этому обряду и хорошо обдумать, о чем вы хотите попросить Вселенную в эту сказочную ночь. Затем чётко сформулируйте своё желание и помните, что получить всё и сразу невозможно, поэтому правильно расставьте приоритеты. А когда вы будете формулировать своё желание, не используйте частичку ""не"", так как это будет отрицание, и ритуал может не сработать. Также нужно помнить, что загаданное желание не должно нести в себе вред для других людей, оно должно быть светлым и позитивным."
multivariant-v2-custom,80,"Ух ты, и снова я, Александр {Криволап|Криволат|Криволад} , Печенеги. Ребята, сегодня {24 | двадцать четвёртое} мая {2021 | две тысячи двадцать первого} {года|г} . Я сегодня снимал видео у соседей, белую спирею Вангутта но у них большая уже, где-то {метр 75|метр семьдесят пять|1.75 м} в высоту. А наша вот видите маленькая, маленькая, да удаленькая. Жена её <*> можно так сказать, корешок был маленький-маленький. И она {водилась|возилась} с этой <*> Вангутта, как с маленьким ребёнком. Возилась, да и будет возиться, пока она не вырастет. Не вырастет с маленького корешочка. Смотрите какая красота получилась, белая спирея <*> Вангутта. {Маленькая|Маленький} {маленькая|маленький} корешок был, а уже подросла наша спирея где-то на {25 | двадцать пять} {30 | тридцать} {сантиметров | см} . Молодые побеги этого года {25 | двадцать пять} {30 | тридцать} {сантиметров | см} смотри, где-то {25 | двадцать пять} {30 | тридцать} {сантиметров | см} . Как жена к ней отнеслась, ухаживала, лелеяла, так и она, белая спирея Вангутта, отвечает ей любовью. А цветёт белая <*> спирея Вангутта от {2 | двух} до {3 | трёх} недель. Красавица маленькая, красавица, ну всё ребята, всем пока-пока, с вами был Александр {Криволап|Криволат|Криволад} , Печенеги, не забывайте свою спирею {поливать}"
multivariant-v2-custom,87,"Если судить, закономерно или нет дали награду {MVP|МВП} {Каваю Ленарду|Каваю Леонарду|Kawhi Leonard} , то можно здесь разделять сам {плей-офф|плейофф|playoff|play-off} и финальную серию на {первые | 1-е} {два | 2} матча финальной серии и оставшиеся матчи финальной серии. Если говорить о первой части, то есть о {первом | 1-м|1} и {втором | 2-м|2} матче, то естественно, никто не рассматривал бы {Кавая Ленарда|авая Леонарда|Kawhi Leonard} даже как претендента, учитывая его игру. Он набирал {там} по {9 | девять} очков, {там} несколько подборов делал в среднем за матч, но ключевым для него {была | было} оборона, его защита против {LeBron James|Леброна Джеймса} . Он с ней в принципе довольно успешно справлялся, но как, {и} повторюсь, как претендент на {MVP|МВП} он не рассматривался. Если говорить о том, что произошло с ним после {второго | 2 | 2-го} матча, я не знаю, что ему говорил <*>, говорил ли ему что-то, какую дополнительную мотивацию {он для…} он для него нашёл. Но мы {увидели|видели} другого {Кавая Ленарда|Кавая Леонарда|Kawhi Leonard} , который бросает с периметра, который не боится брать на себя инициативу, который смело идёт под кольцо, забивает мясные данки в стиле самого {LeBron James|Леброна Джеймса} , которого он держал, который забивает гениальные {путбеки|путбэки|putback<и>} , мы видим. {Ну,} это был другой {Кавай Леонард|Кавай Ленард|Kawhi Leonard} , и этот {второй | 2-й | 2} {Кавай Леонард|Кавай Ленард|Kawhi Leonard} действительно {являлся…} являлся претендентом на награду {MVP|МВП} , и он её получил. Мог ли я это предположить? Ну {наверно | наверное} , пожалуй, нет. Я себя отношу к консерваторам в этом вопросе. Я бы отдал награду {MVP|МВП} {Тиму|Tim} , всё-таки он {как бы} уже подходит к завершению {своей…} своей карьеры, а {у} {Кавая Ленарда|Кавая Леонарда|Kawhi Leonard} ещё всё впереди. Но лига решила так, и в принципе {ну,} {мы…} мы это решение принимаем, мы <*> не можем оспорить его, и, конечно, {Кавай | Kawhi} заслужил эту награду за {три | 3} последние игры, его {20+|20 +|двадцать +|20 плюс|двадцать плюс} , его {10+|10 +|десять +|10 плюс|десять плюс} подборов, доминирующая игра на своей половине площадки {на…} под кольцом с {Майами | Miami} . {Ну} молодец, что я могу сказать."
multivariant-v2-custom,23,"Всем привет, дорогие друзья! Сегодня в этом видео я вам хочу рассказать про {c-scalp|cscalp|Си-скальп|Сискальп} . {Вот,} я говорил, что мы сделаем, так сказать, аналитику {c-scalp<а>|cscalp<а>|Си-скальпа|Сискальпа} и <*>. {Вот,} про терминал данный расскажу, покажу как его можно подключить. Рассмотрим сегодня на примере биржи {By-bit|ByBit|Buy-bit|BuyBit|Бай-Бит|БайБит} . {Вот,} {также|~так же} покажу как скачать, как настроить стакан, что {вообще} там показывают, {ну} {и} для чего это вообще нужно. {Первое | 1-е | 1} - большое спасибо всем тем, кто меня поддерживает, подписываться на канал, ставить лайки, очень приятно, мотивирует. Большое вам спасибо, вы молодцы, желаю вам большого профита и развития в данной системе. Теперь перейдём к теме нашего видео. Для того чтобы скачать {c-scalp|cscalp|Си-скальп|Сискальп} на компьютер, {вот,} я оставлю ссылку в описании к этому видео на сам терминал. {Вот.} Для того, {чтобы|~чтоб} скачать, вам нужно {вот} сюда ввести свой {email|e-mail|емейл|е-мейл|имейл|и-мейл} рабочий и нажать на клавишу ""скачать бесплатно"". После чего вам на ваш {email|e-mail|емейл|е-мейл|имейл|и-мейл} приходит письмо, в котором будет сама ссылка на терминал и лицензия. {Вот.} Это вы все скачиваете на компьютер, после чего устанавливаете сам терминал на компьютер. Также смотрите, будет вкладка? то есть лицензия, {вот} этот файл, его сохраняете в каком-нибудь надёжном месте для того, {чтобы|~чтоб} при установке вы укажете путь на эту лицензию. {Вот.} Потому что я {первый | 1 | 1-й} раз {там} тупил, не мог понять, что за лицензию от меня {требуют|требует} , {вот} поэтому она идёт тоже в письме, которое вам вышлют на ваш {email|e-mail|емейл|е-мейл|имейл|и-мейл} . После того как вы скачали, установили, нужно… {Ну,} придумали пароль, {вот,} У вас будет {вот} такое {вот} окошко, то есть, вот главная страница данного инструмента, данного терминала. Можно посмотреть {в} {скольки|скольких} биржах, на каких биржах он вообще работает, с какими биржами, то есть это {Binance | Бинанс} понятно, там {FTX|ФТХ|ФТ Икс} , {By-bit|ByBit|Buy-bit|BuyBit|Бай-Бит|БайБит} , <*>."
multivariant-v2-custom,39,"Ты уже позавтракала? {Неа|Не-а|Не|Нет} , только начала. <*> ты в порядке? Да. Всё хорошо. Поверю на этот раз. Ну так что ты хотела? Точно! Я хотела предложить сходить сейчас в магазин за канцелярией. Завтра ты пойдёшь в школу. Я ещё поваляюсь на полу и пойду собираться, ты не против? Окей, но дай кружку я её помою. Только долго не валяйся, я уже и не помню когда последний раз полы мыла. Что ты сразу то не сказала. Хочу купить берет. Стесняешься отсутствия {пряди|прядей} на макушке? Просто голова пустой выглядит. Я чувствую себя пингвином. Если ты пингвин, то самый милый. Одень ещё это. Одену, но я буду выглядеть в нём уродливо. Я всё специально для тебя делала, так что это невозможно. Мне идёт? Ты выглядишь прекрасно. Ты не представляешь, как я хочу снова иметь подростковое телосложение. {Хаха|Ха-ха|} Я тебя удивлю, это заметно. Кстати мы ещё к врачу зайдём. <*> Простите, но вам придётся пройти через это, а я буду с вами. Но ты купишь мне мороженое. Как же давно я себя так хорошо не чувствовала. Ой, прости, я не услышала, что ты сказала? Говорю погода хорошая. Она и вправду чудесна. Кто последний, тот разговаривает с врачами. Я не буду с ними говорить. Сколько тебе лет, золотце? {14 | четырнадцать} . Я к врачу больше не пойду. Ладно, тогда за канцелярией. Какую ты себе хочешь? <*> А, то что со {студии|студией} на главной улице? Ага, она красивая и круто играет. <*> правда? А ты знала, что все наряды, в которых она снималась - сшила я? То есть, ты с ней разговаривала? Чуть-чуть, она не очень разговорчива. А можешь сшить мне такие же наряды? Блин, так спать охота. Ага, спокойненькой. Ой, да ну. Если так подумать, странная {это|эта} книга."
multivariant-v2-custom,34,"Ну вот и вышла {вторая | 2 | 2-я} часть интересных фактов про Марс. А если вы не видели {первую | 1-ю | 1} , то обязательно посмотрите. Вы никогда не задавались вопросом, какая температура может быть на Марсе и пригодна ли она для жизни? Днем температура Марса составляет примерно {30 градусов| тридцать градусов|30°C|30 °C|тридцать °C} , а ночью может достигать до {минус 140 градусов|-140 градусов| минус ста сорока градусов|-140°C|-140 °C|минус 140°C|минус 140 °C|минус ста сорока °C} . Вы наверное не раз слышали о том, что на Марсе есть внеземная жизнь или была когда-то. Давайте поговорим подробнее. На сегодняшний день жизнь на Марсе невозможна из-за специфических погодных условий. Дело в том, что давление там запредельно низкое, а это, как известно, чревато моментальной гибелью живого организма. Это хоть и интересный факт, но слишком очевидный, не так ли? Важнейшим отличием Марса от Земли является тот факт, что у Марса отсутствует озоновый слой. Именно по этой причине, когда на планете восходит солнце, она подвергается мощнейшему радиоактивному облучению, которое также исключает {возможность|возможности} жизни на Марсе. У Марса есть {два | 2} спутника: Фобос и Деймос. Деймос является самым маленьким спутником по размеру во всей Солнечной системе. Я уже рассказывал о нём в одном из предыдущих видео. Ссылку я оставлю в описании или на экране. Гравитация на Марсе на {62 процента|шестьдесят два процента|шестьдесят два %|62 %|62%} ниже, чем на Земле. Иначе говоря, если человек весит {60 | шестьдесят} {кг | килограммов} , тогда на Марсе он бы весил всего {22 | двадцать два} {кг | килограмма} , что позволило бы подпрыгнуть в {3 | три} раза выше, чем на Земле. На Марсе, как {и} на Земле, имеются кратеры, каньоны, горы и долины. Гора Олимп, которая находится на Марсе, является {2 | второй | 2-й} по высоте во всей Солнечной системе и составляет {двадцать два целых пять десятых | 22.5} {км | километра} от своего основания, а в диаметре имеет {600 | шестьсот} {км | километров} . Интересен и тот факт, что масса планеты Марс почти в {10 | десять} раз меньше, чем у нашей родной Земли, хотя диаметр Марса около {6800 | 6,800 | шесть тысяч восемьсот} {км | километров} , что практически в {2 | два} раза меньше земного. Теперь давайте поговорим, кто впервые увидел Марс в телескоп. Это сделал Галилео Галилей в {17 | семнадцатом | XVII | 17-м} веке. До сих пор непонятно, как Римляне дали название Марсу,"
